comentario;nota;data
É um dos pontos turismos e de de acesso ao pelourinho.Vale a pena pela visão panorâmica. Um lugar obrigatório pra turistas.Deve ter cuidado, apesar do policiamento o local não parece seguro. Esteja sempre atento! É um ambiente onde há muitos ambulantes e pedintes .;4.0;mar de 2016
São 25 andares, 72 metros de altura e 20 segundos de percurso. Este foi o tempo que gastei para aproveitar o passei. Nada demais!!! Mas um passeio obrigatório a 15 centavos. 30, porque tem a volta. Rs ;3.0;fev de 2017
Um local lindo que vale a pena conhecer, fica localizado em frente aos monumentos históricos da região, o Elevador Lacerda não tem visão da cidade igual muitos que não conhecem pensam, mas é um lugar onde tem uma linda visão quando chega no último andar, o elevador para usa lo você paga 0,15 centavos, vale a pena conhece lo, super indico.;5.0;fev de 2017
O Elevador é um ponto que todo turista deve visitar.Pelo lado de dentro é um elevador comum, um meio de transporte que leva da cidade alta pra baixa.Mas estando no lado de fora é que se percebe a construção incrível deste elevador e vale a pena registrar algumas fotos do lugar.O valor em janeiro era de 0,15 centavos por pessoa. ;4.0;jan de 2017
Muitos pedintes na praça. Não deve-se deixar claro que se é turista, pois eles não perdoam e ficam cercando e oferecendo todo tipo de coisa. Tome cuidado com a foto com as baianas, pois elas cobram depois...Isso achei péssimo.No mais, é um ponto bonito para curtir a baía de todos os santos, além de dar acesso a cidade baixa.;3.0;fev de 2017
Só é interessante por fora...não aconselho entrar, não é bonito por dentro e a subida no elevador é fechada (seria interessante se fosse de vidro, para ver a belíssima vista da Bahia de Todos os Santos e da cidade baixa!).;3.0;set de 2016
Um lugar onde acho que todos deveriam conhecer uma vista maravilhosa, lugar que deixa muitas saudades, com bastante lugares para fotos.;5.0;fev de 2017
Bem louco esse elevador, sempre confunde os turistas que viram para um lado achando que a porta de saída é ali mas sempre é do outro lado! heheheh;3.0;jul de 2016
Talvez a vista de cima, logo após sair do elevador, seja a melhor foto da cidade de Salvador. Portanto, trata-se de um local imprescindível para ser visitado.;5.0;fev de 2017
Vale a visita. Mais usado como meio de transporte da população local, na época havia bastante guardas e me senti bem segura na parte alta. Vale tirar umas fotos!Logo na descida do elevador ao lado esquerdo já na cidade baixa tem uma birosca bem pitoresca com cachaças e cervejas inusitadas, pros amantes de botequim e ovo colorido, vale a visita. Parei lá tomei duas cervejas e garanti boas risadas com os frequentadores locais.;4.0;abr de 2016
Sem segurança no local, vc fica apreensivo com os trombadinhas no meio da fila para pegar o elevador lacerda. Fiquem atentos, guarde todos objetos de valor na bolsa: correntinhas, pulseiras, oculos e celulares. Fora isso a vista la de cima é maravilhosa, e vale a pena conhecer. ;2.0;jan de 2017
Quem nunca andou de elevador? O que compensa nesta atração é o baixíssimo preço (centavos) e a vista da parte de cima.;3.0;jan de 2017
É apenas uma torre com um elevador que leva pra cidade alta e baixa, pra quem não conhece vale a pena conferir, porque quem está no pelourinho pode ir ate o Mercado Modelo e vice versa.Porém o elevador poderja ter uma vista panorâmica, pq você entra e em 15 segundos já desceu ou subiu e não se vê nada.Apenas a vista do alto do elevador é bonita, mas também não é algo que faça parte da atração. Pode ver a vista sem usar o elevador.;3.0;fev de 2017
.......      . . . . . . . . . . . . . . . . . . . . em casa. . O espiritismo é a melhor forma de pagamento, o espiritismo, e que há vida após o lançamento do livro de contos de fadas. O que me faz servir com amor e carinho. Ao longo do dia, o que decidir pra mim, e o que eu não sei se é ;2.0;fev de 2017
Fomos ao elevador Lacerda e adoramos! A vista lá de cima é imperdível!!! Elevedor super seguro...com bastante policiamento ao redor! Recomendo!!;5.0;jan de 2017
Além de ser um dos principais cartões postais de Salvador, é a forma mais rápida e barata de se ir do Mercado Modelo ao Pelourinho.;5.0;jan de 2017
Não gostei do elevador, não. É bacana pela praticidade de você descer do pelourinho e chegar ao mercado modelo, mas nem tudo são flores. É um elevador, tipo de apartamento, mas é muito quente e abafado dentro do elevador e fora também, tem que pegar uma fila enorme que dura uns 20 minutos pra poder entrar (20 minutos sob MUITO calor!!!), é bom ter os 15 centavos trocados pra adiantar, e o elevador cheira mal. A vista lá de cima, fora do elevador é linda. Por dentro da estrutura (não do elevador - pois dentro dele não se vê nada) também e bonita. Aconselho ir em horários que não seja de pico.;2.0;dez de 2016
"Fazendo o acesso a beira mar da ""cidade velha"", a descida pelo elevador é uma atração diferente na cidade. Não é muito confortável, mas continua a ser uma grande atração. Não deixe de visitar o elevador lacerda";4.0;ago de 2016
O elevador LACERDA ´é um local muito visitado pois alem de ser rara beleza liga a cidade alta à cidade baixa.ao Pelourinho vista linda da Baia de TODOS OS Santos.Todos os turistas tem que passar por ele por ser encantador é um meio de transporte.;5.0;dez de 2016
Primeiro elevador urbano do mundo, o Elevador Lacerda liga a cidade alta e a cidade baixa, sendo um dos principais símbolos de Salvador. Visita obrigatória!;5.0;mai de 2016
O Elevador é mais bonito por fora que por dentro. Na verdade, é um meio de transporte para os moradores, em seu dia a dia, para deslocar da cidade baixa para a alta (e vice versa). Infelizmente não tem vista panorâmica para a Baía de Todos os Santos, mas ainda assim sempre vale à pena fazer uso dele. Recomendo.;3.0;jan de 2017
Uma das vistas mais lindas de Salvador. De cima do elevador você vê o Porto, navios ancorados, uma vista realmente muito bonita. Você paga R$ 0,15 para descer no elevador.;5.0;fev de 2017
O local faz parte da história de Salvador, prático acesso ao pelourinho, de maneira econômica ,com um preço simbólico, tem uma vista panorâmica de Salvador ,ótimo para as fotos , evita só os horários de pico ficam lotados.Vale a pena também conhecer um pouco da história .;4.0;ago de 2016
Local imperdível, vista panorâmica maravilhosa, tem uns sorvetes artesanais imperdíveis e a cultura local é tudo de bom ;5.0;nov de 2016
Uma das vistas (do topo) mais bonitas que já vi. Próximo ao Mercado Modelo, outra bela atração turística da cidade. Para subir o elevador, custa muito barato. Vale a pena!!;5.0;set de 2016
É uma utilidade e um ponto turístico: garante a ligação entre a cidade baixa e alta, além de ótimas fotos. Mas não se iluda, não é um elevador panorâmico. Garanta a foto posicionado do Mercado Modelo ou Centro Náutico. Custa R$ 0,15. Quando chegamos lá em cima, há uma vista de tirar o fôlego. Drible os ambulantes com suas fitinhas e colares! Seguindo em frente, à esquerda, já avistamos o acesso ao casario antigo do Pelourinho. E do lado direito o Palácio Rio Branco, que pode ser visitado.;4.0;jan de 2017
O Elevador Lacerda é muito mais interessante por fora que por dentro. Caso você queira realmente utilizar o mesmo sugiro que passe pelo Mercado Modelo e depois suba pelo elevador até a parte alta da cidade. Ao desembarcar do mesmo, não deixe de provar o sorvete da Cubana e contemplar a vista lá de cima.;3.0;jan de 2017
Isso mesmo 15 centavos para descer e 15 centavos para subir no elevador lacerda, aos arredores existem varios ambulantes então cuidado e seja rapido.;5.0;jan de 2017
Avia Salvador tem que ir no tradicional elevador Lacerda. Uma vista linda, super útil nao só p turistas e ainda tem a sorve Cubana que é uma delícia.;5.0;fev de 2017
Tivemos a oportunidade de descer pelo elevador para conhecer um pedaço da cidade baixa do mercado público. ..vale apena;5.0;jan de 2017
A fila assusta mas anda rápido. O elevador em si é rápido também e do alto temos uma ampla vista da Bahia de Todos os Santos.;4.0;jan de 2017
A vista é muito bonita, vale a pena a visita. Mas exigi atenção e paciência. Envolta do lugar tem muitos vendedores ambulantes e trombadinhas. Outro problema são as enormes filas, tem que ter paciência. Recomendo pela vista, mas confesso que esperava mais.;3.0;jan de 2017
Foram os 30 centavos mais estranhos que já gastei....elevador sem vista... Sem ar... Sem espaço.....sem limpeza... Mas sorria   você está na bahia ;5.0;fev de 2017
Nao pode perder esta etapa na sua visita a Salvador. Para tirar fotos e ver o  maravilhoso panorama da cidade. Vale a pena descendo do Pelourinho;5.0;mar de 2016
É linda avista de cima do elevador e te. Que subir pra ver o pelourinho né! Pra quem não conhece vale a pena conhecer! ;5.0;set de 2016
"Pra conhecer um pouco da História de Salvador é sempre bom dar uma passadinha por lá! Belo visual; próximo ao pelourinho!! Passeio imperdível!";5.0;jan de 2017
Símbolo de Salvador. Não dá pra ir a Sua sem visitar o elevador. É conservado, de preço irrisório e com uma vista deslumbrante. Apenas os ambulantes incomodam com a violenta insistência.;3.0;jan de 2017
Conhecemos o famoso elevador muito legal valor de R$0,15 para descer ou subir na parte alta tem uma vista maravilha também tem uma soverteria com varias sabores top vale a pena conhecer .;5.0;jan de 2017
Pensei q esse elevador fosse com vista panorâmica, nada de interessante.So serve p levar vc p cidade baixa ou vice-versa ;2.0;jan de 2017
elevador liga o mercado modelo ao pelourinho por apenas 0:15 centavos bonito para quem gosta de historia bom passeio para realizar em familia revive a historia antiga devido ao seu ano de fundação maravilhoso;5.0;jan de 2017
Lugar lindo, que proporciona uma vista fantástica para a Marina e para o Porto de Salvador. Consegue-se avistar também o Mercado Modelo e partes da Cidade Baixa que foi tema de alguns filmes.;5.0;jan de 2017
O próprio nome já diz: é só um elevador. É bom pelo fácil deslocamento do Mercado Modelo ao Pelourinho pagando centavos, e a vista de cima, logo que se sai do elevador, é linda! Por fora é uma bela obra, é o tipo de ponto turístico que é muito mais legal por foto.;3.0;jan de 2017
Local para fazer fotos turísticas da cidade de Salvador. Um transporte que ligada a Cidade baixa com a Cidade alta, ligando o Pelourinho com o Mercado Modelo. Custo de R$ 0,15.;4.0;jan de 2017
Não achei nada de mais... elevador sujo e nada seguro. Tinha certeza que iria ser assaltada ao entrar no elevador e mudei de fila. Deveria ter policiamento interno pela quantidade de turistas que recebe.;3.0;jan de 2017
É legal....Paga 25 centavos pra descer e 25 centavos pra subir.Lá em baixo vale ressaltar os chatos que querem amarrar fitas.A feira é bem legal.;5.0;fev de 2016
O elevador Lacerda, além de ser um dos cartões postais de Salvador, é uma ótima opção para transitar entre o Pelourinho e o Mercado Público. É tranquilo de usar e barato, além dá vista.;4.0;mar de 2016
Visitamos o elevador Lacerda e não tem nada demais. Paga se um valor simbólico de 0,15 centavos e lá em cima tem uma visão panorâmica bonita do mar e do mercado modelo e da pra tirar umas fotos legais. mas quando os dirigíamos pro pelourinho vimos uns trombadinhas levando um pertence de umas meninas e não seguimos mais o passeio e olha que estava com guarda municipal na rua. ;3.0;jan de 2017
O Elevador Lacerda,da acesso ao mercado modelo e fica bem no centro de Salvador e tem uma descida rápida e bonita não demora para descer.Vale a pena ir descer pelo elevador Lacerda.Quem for a Salvador não perca esse atrativo;5.0;jan de 2017
O elevador Lacerda foi inaugurado em 1873 na época foi o primeiro elevador urbano do mundo com 63 metros de altura ligando a cidade alta junto ao palácio da Aclimação a cidade baixa junto ao Mercado Modelo.Até os dias de hoje milhares de pessoas são transportadas . Do alto do elevador Lacerda tem-se uma visão maravilhosa da Baia de Todos os Santos com o Forte de São Marcelo ao fundo.Vale a pena um passeio no elevador Lacerda mas sempre cuidando de suas bolsas e carteiras.Eu RECOMENDO!!!;5.0;jan de 2017
Está funcionando bem! Otima opção para os turistas que querem dar uma passada no Pelourinho, caso esteja no mercado modelo. ;4.0;jan de 2017
Para mim e creio a quase todos que não conhecem-no,é uma grande DECEPÇÃO! Nada demais,um elevador comum,nada panorâmico,com cheiro ruim,cheio de gente,para não dizer perigoso.Digo por ser antigo e sem segurança,não gostei.A única coisa que serve,é para ir do Mercado Modelo,até a cidade alta (Pelourinho);1.0;jan de 2017
"Este é um dos meus locais preferidos em Salvador. A visao da cidade alta é linda. Visitamos no verao e o movimento estava enorme. É muito dificil conseguir tirar uma foto. Tem que pedir às pessoas ""por favor, da licença, posso tirar uma foto aqui?"" Se nao, vc sai de la sem registrar sua passagem à este lindo lugar.";5.0;jan de 2017
Lugar histórico de Salvador, não dá para perder se for nessa cidade. Tem uma vista interessante do alto de Salvador. ;3.0;jan de 2017
Desde 08.12.1873, tornou-se o meio mais rápido e eficiente de unir a Cidade Baixa à Cidade Alta, cujo ingresso custa hoje apenas 15 centavos . Ele tem 74 metros de altura e já foi reformado várias vezes. É um importante e famoso ícone da capital baiana. O grande problema ali é a falta de segurança nos lugares por ele acessados, em especial na Cidade Baixa. Portanto, cuide seus pertences.;5.0;jan de 2017
Ouvi reclamações de que o lugar tinha um cheiro muito ruim, mas não tive esse problema. Parei o carro no Mercado Modelo e peguei o elevador para ir ao Pelourinho. Super tranquilo e a vista lá de cima é linda!  ;5.0;jan de 2017
O elevador é um equipamento que é utilizado para ligar a cidade alta e baixa. O elevador é  famoso por sua arquitetura e história. Vale a pena conferir.;3.0;jan de 2017
Sempre pensei que dava para ver algo de dentro do elevador, nao gente, é um elevador normal, fechado kkkk Mas vale conhecer porque la do alto tem uma vista muito bonita.;4.0;jan de 2017
Um passeio bem rápido, as vezes a fila fica enorme. É uma boa opção para deslocar entre a cidade baixa e a alta. Poderia ser espetacular se dentro do elevador tivesse uma vista panorâmica para a baía.;5.0;dez de 2016
Faz parte da cultura da cidade então temos de visitar porém muito cuidado com bolsas, acessórios lugar de muito movimento. Na saída muitos ambulantes e ciganas.;4.0;jan de 2017
Por ser um dos cartões postais de Salvador já vale a visita. E para completar se tem uma vista linda da Baía de Todos os Santos.;4.0;fev de 2016
O elevador não é panorâmico é um elevador comum que liga a parte baixa com a alta ou vice-versa e dentro dele não é possível ver vista alguma, o que é interessante é a estrutura dele como uma bela obra de construção e um dos cartões postais de Salvador.;3.0;jan de 2017
Emblemático. Tanto vendo de baixo para cima como de cima para baixo, como também visto das escunas da Baía de Todos os Santos. Ao preço para subir de R$ 0,15 para subir e o mesmo valor para descer é rápido e prático, oferece uma excelente vista da cidade;5.0;jan de 2017
O Elevador Lacerda é o lugar que faz a interligação do comércio com o Pelourinho. Proximos a outros pontos turisticos, é obrigatória sua inclusão no roteiro.Muito barato para subir e ainda possui uma vista magnifica da Baia de Todos os Santos.;4.0;ago de 2016
"O elevador é apenas um meio pra se chegar a parte alta da cidade pra quem vai conhecer o Pelourinho.  Não é panorâmico e só rende boas fotos no mirante após o desembarque. Além disso,  tem vários vendedores e ""guias"" abordando as pessoas na saída. Vá com uma f";3.0;jan de 2017
adorei, a vista do elevador, na parte alta é maravilhosa, para a Baia de todos os santos. Um elevador muito bem construído, apesar de ser janeiro, achei tudo muito tranquilo.;5.0;jan de 2017
Muito mal administrado e local sujo . Cheio de filas e pessoas locais sem nenhuma educação.  Dependendo do mês formam se filas.  Cuidado nesse aglomerado pois pode haver pequenos furtos .;2.0;jan de 2017
Vale passear por ser parte do roteiro de todo turista, mas é isso, apenas um elevador. Quente, com filas, e sem graça. A parte boa é que facilita descer para a cidade baixa e custa R$0.15. (tenha moedinhas!) ;2.0;jan de 2017
Outro ponto turístico que não podemos perder. Vale a pena subir ou descer o Elevador Lacerda. Ou o turista vai ao Mercado Modelo para compras e depois paga uma taxa de R$ 0,15 (se não me engano) para ir ao Pelourinho ou vice-versa para descer. Tem uma bela vista para a baía. Vale super a pena.;5.0;jan de 2017
O ambiente é bom,portanto sempre devemos ficar alertas é muito cheio e aparentmente muito perigoso,minha esposa não gostou por não haver tanto policiamento.;3.0;fev de 2016
local para uma visita mais pela arquitetura e visual externo, mas necessario para se chegar ao pelourinho;3.0;jan de 2017
Apesar da vista ao elevador ser muito rápida, a vista do local, os arredores tanto na cidade alta como na baixa, já justificam o passeio.;4.0;jan de 2017
Como o elevador não é panorâmico, passe um tempo lá em cima desfrutando da vista, antes de descer. O preço é baratíssimo. Vale a pena também olhar de baixo para cima. É quando vamos vê-lo realmente.;4.0;dez de 2016
Com o valor de quinze centavos vc sobe ou desce no elevador. No alto tem uma vista linda para tirar foto da Bahia de todos os Santos e do forte e tomar aquele delicioso sorvete!!!;4.0;jan de 2017
Liga a cidade baixa à cidade alta, e só! Muito útil! quando fui (Janeiro 2017) custava 0,15 centavos! Vale a pena!;4.0;jan de 2017
Vale conhecer esse tradicional elevador, que liga a cidade baixa à cidade alta em Salvador. Sai da frente do Mercado Modelo, outro ícone da cidade, e sobe ate a Praça Municipal. As vistas lá de cima são lindas. Custa R$0,25 a viagem por pessoa. ;4.0;jan de 2017
O Elevador é a principal ligação entre o entorno do Mercado Modelo e área de Praça Municipal, Centro Histórico, incluindo o Pelourinho. Faça tudo a pé. A decepção para quem sobe: o Elevador não é Panorâmico. Mas sem problemas: à vista lá de cima, ao chegar na Praça Municipal, é uma das mais bonitas da cidade. ;5.0;jan de 2017
O Elevador serve para transporte de pessoas da cidade baixa para a cidade alta. Para entender melhor, é interessante estudar a bela história da cidade de Salvador. O transporte tem preço simbólico, apenas para pagamento da manutenção do elevador ;5.0;jul de 2016
Você paga alguns centavos e vai da cidade baixa para a alta onde você terá uma bela vista do mar de Salvador.;4.0;jan de 2017
Liga a cidade alta com a cidade baixa, traz comodidade aos transeuntes e uma linda vista da baia de Todos os Santos;5.0;dez de 2016
Modo mais rápido de subir da cidade baixa a cidade alta. Linda vista da BAHIA de Todos os Santos. Após subir temos a opção de ir a pé ao pelourinho. Ponto turístico cartão postal da cidade. Ao sair do elevador muitos ambulantes vendendo lembranças regionais o que incomoda um pouco pela insistência, mas vale a visita, como sugestão é sair andando não dando muito ouvido. ;4.0;mar de 2016
Lugar histórico , tradicional tem segurança,  visão da cidade do mar. Vale tirar umas fotos. Você chego no largo da prefeitura. A direita fica a antiga sede do governo estadual,  hoje museu ;4.0;jan de 2017
A beleza está na arquitetura externa.Como você vai passar pelo Pelourinho e pelo Mercado Modelo você não vai deixar de passar pelo Elevador, mas não espere uma vista panorâmica pq não tem, o elevador é fechado e pelo interior não tem nada demais. É cobrado R$ 0,15 por pessoa. ;2.0;jan de 2017
Gostei muito do elevador, de lá conseguimos ver a cidade baixa, a alta, o mercado modelo e a baía de todos os santos, lugar maravilhoso, recomendo o guia turístico para quem quer visitar outros lugares pois é um pouco perigoso para quem não conhece a região.;4.0;jan de 2017
Ir de elevador foi super prático, pois queríamos sair da cidade alta pra baixa com destino ao mercado modelo ! Pagamos a quantia de quinze centavos por pessoa e descemos! Pra chegar ao mercado modelo é só atravessR a rua ! Super policiado com PMs e guardas municipais recomendo ;5.0;jan de 2017
Talvez o mais fotografado lugar da nossa capital do Salvador . Um cartão postal muito procurado. Deveria ser mais bem cuidado e limpo, mas é sempre bom vê-lo e desfrutar da linda paisagem vista dele !;5.0;jan de 2017
É sem graça demais apertado rápido e não se vê  nada, pq o panorâmico estava quebrado e  fui em um interno que nada se vê,  decepcionante .;1.0;ago de 2016
Lindo e organizado,em janeiro para utiliza-lo pagava-se uma taxinha de 0,15 centavos,quando o elevador chega na cidade alta é possível ver uma bela vista da Bahia, vale muito a pena para tirar fotos de recordação ;5.0;jan de 2017
O elevador está bem conservado e é limpo. Há fila, mas anda rápido. Uma self na parte superior é imperdível. ;4.0;jan de 2017
Um dos cartões postais dessa linda cidade! Mas infelizmente mal cuidado, dos quatro elevadores apenas dois funcionavam quando fui.... fila, sem ventilação muito menos ar.... mas de qualquer forma vale a pena, afinal quando está na cidade alta chegar no mercado modelo és melhor opção!;3.0;jan de 2017
"Vale muito a pena, pra quem quer fazer belas fotos. Depois, na entrada tem uma sorveteria chamada ""A Cubana"" que tem um famoso sorvete parra amenizar o calor. Visita recomendadíssima!";5.0;jan de 2017
Depois de um passeio no centro histórico vale a pena ir ao elevador e ver a Bahia de todos os Santos de uma visão panorâmica e descer até o mercado modelo para fazer aquelas comprinhas. A taxa para subir e descer no elevador custa R$0,15 (simbólico) rss ;5.0;jan de 2017
Ja conhecia, mas a vista é maravilhosa tem que repeti varias vezes. Não pagamos para subir nem descer.;4.0;jan de 2017
A subida já é super agradável por poder sentir e ver as paisagens naturais do litoral bahiano. Ao chegar lá no pelourinho você tem uma visão linda do mercado modelo e do patio da marinha. Baratíssimo para curtir este lugares que não tem como nao conhecer vindo a Salvador. ;5.0;jan de 2017
Dá acesso  as 2 partes da cidade a alta e a baixa um obra arquitetônica estilo neoclássico e não é panorâmico. Mas vale a pena ser visitado belo seu significado na história de Salvador.;5.0;jan de 2017
"O elevador Lacerda faz parte do cenário soteropolitano. Por ele é possível chegar ao mercado modelo e à parte baixa de Salvador. Até chegar ao elevador propriamente dito para descer, há um corredor com amplas vidraças que proporciona uma visão do mar e do porto, das várias embarcações e do mercado; e, também, o burburinho das pessoas circulando...uma excelente visão de tudo. E o preço para acessá-lo é muito em conta (quinze centavos). Observando-o de fora, na parte de baixo, da pra ver algumas construções antigas que fazem parte do centro histórico de Salvador. Vale a pena!";4.0;dez de 2016
Preço baixo, vista maravilhosa, barracas com.lembrancinhas dá Bahia.Funcionários atenciosos e educados.;5.0;nov de 2016
Meio de ligação entre a Cidade Baixa (Comércio) e a Cidade Alta (Praça Municipal), é, sem dúvida, o mais emblemático dos cartões postais de Salvador. Do seu topo ou da Praça Municipal tem-se uma belíssima vista da Baía de Todos os Santos, que é a segunda maior do mundo (somente fica abaixo, em dimensões, do Golfo de Bengala).;4.0;out de 2016
Com centimos apenas é uma excelente ajuda a subri ao pelourinho. Rápido e sem grandes filas. Sempre está a subir e descer. Não é panorâmico, apenas quando se chega ao cimo, saindo do elevador e então vê-se uma linda paisagem.;3.0;dez de 2016
Quem vai a localidade necessita utilizar o elevador para alcançar a parte alta da cidade (tem a opção de ir a pé, mas é perda de tempo). A visão é linda, pode-se ver toda a baía e tirar fotos maravilhosas.;4.0;dez de 2016
Apesar de não ser panorâmico o elevador Lacerda é um ícone de salvador, ligando a cidade baixa à cidade alta. Na praça municipal você encontrará uma das vistas mais deslumbrantes dá baía de todos os santos ;5.0;jan de 2017
Local muito interessante! Dá acesso às partes alta e baixa da cidade em pouca mais de 2 minutos!! Uma obra arquitetônica neoclássica do século 20 com vários marcos históricos em volta como museus e prédios da época colonial portuguesa. Só vi dois pontos negativos neste passeio, o elevador Lacerda é MIUITOOOOO quente e não tem nenhum tipo de ventilação ou resfriamento para quem faz uso dele e em certos momentos as filas para ter acesso aos mesmos são imensas e cansativas fazendo com que os elevadores desçam sempre lotados e apertados! Mas o local merece ser visitado, é muito bonito e remete a uma época muito interessante da nossa história!;4.0;jan de 2017
"Local/construção interessante... do topo temos vistas fantásticas; ao descermos, temos acesso ao famoso mercado Modelo. ";4.0;dez de 2016
Indo a Salvador vale a pena conhecer esse local , com uma vista maravilhosa pra Marina, passeio legal... Porém somos muito interrompidas por vendedores e tb lá tudo tem que ser pago... Como exemplo tirar uma foto com uma Bahiana 10.00 reais...;4.0;jan de 2017
Passeio para ser feito durante o dia até ás 17 horas no máximo.Fica na região central de Salvador, por isso vá vestido de forma discreta, sem relógios e bijoux chamativas. O Elevador é uma visita obrigatória da capital baiana, ligando a Cidade Alta, onde fica o Pelourinho à cidade baixa. É uma passeio pitoresco e único com uma bela vista. Nada semelhante em nenhuma outra cidade o Brasil. Ao sair no Pelourinho, aproveite as lojinhas locais e um almoço no restaurante do Convento do Carmo que fica bastante próximo e fica num edifício do século XVI, encantador. (O hotel já está meio caído, mas o restaurante continua ma boa pedida).;4.0;jan de 2017
Elevador interessante, paga uma pequena taxa,no dia em que fui, R$ 0.15 centavos, ele te leva do Pelourinho até o Mercado Modelo, ou vice versa, vale a pena para ver a vista do porto marítimo perto do mercado.;4.0;jan de 2017
"Por apenas R$0,15 você tem trânsito rápido entre a ""cidade baixa"" e ""cidade alta"". Mesmo em Janeiro com alto número de turistas nunca esperei mais de 5 minutos na fila pra subir ou descer. Mesmo após alto número de policiais que cuidam mais da segurança do local, ainda há muitos ambulantes gritando no seu ouvido: ""ÁÁÁGUUA IRMÃO?""";5.0;jan de 2017
A avaliação eh só pelo inusitado. Um elevador público em tempos idos para transportar as pessoas da cidade baixa à alta e vice versa. Moderno e peculiar para a época que foi feito. Hoje encontra-se rápido. Separe as moedas e siga o fluxo de pessoas. R$ 0,15 bastam p/ 15 segundos de elevação. Vale à vista e a tradição. Boa viagem ;4.0;jan de 2017
Decepcionante! Nada mais que um elevador super lotado, sufocante, pra se chegar lá em cima e tirar algumas fotos. Tudo bem que a vista é bonita, mas não vale a fila e o sufoco do elevador. Há como se usufruir da paisagem em outros pontos, sem precisar passar por aquela experiência desagradável de se sentir uma sardinha apertada.;1.0;jan de 2017
Uma atração que , para quem vai a Salvador, não se pode perder, porém tenha certeza que este ponto merece muita atenção para você que não conhece Salvador. Tudo porque é um lugar de muitas abordagens e de pessoas de todos os tipos. Mas a vista para a Baia de Todos os Santos é espetacular. Você tem que usar o elevador para chegar ao Mercado modelo, caso tenha chegado pela parte alta, caso contrário, suba nele para ter a linda vista. Desfrute da vista e faça suas belas selfies;4.0;nov de 2016
Linda vista da baía de todos os santos e da marina. O elevador é super rápido e baratinho! Pra quem está turistando por Salvador vale a visita!;4.0;jan de 2017
Passagen obrigatória mas que não causa nenhum deslumbre. Na região baixa, muita sujeira e requer atenção quanto à segurança.;2.0;jan de 2017
O elevador liga a Cidade Alta (Pelourinho, Praça da Sé, etc) a Cidade Baixa (Mercado Modelo, Porto, etc.). É bem rápido, não tem muitas filas e custa só R$0,15.;5.0;dez de 2016
Um dos grandes centros histórico de Salvador vai amar o passei apenas 0,30 centavos para subir e descer no Elevador Lacerda eu indico ;5.0;jan de 2017
Elevador que liga a cidade alta à baixa, inaugurado na década de 1930, faz refletir como era difícil o acesso entre estas regiões antes  dele ser construído. Custa R$ 0,15 por pessoa e é apenas isso, um elevador.;3.0;jan de 2017
Não é muito impressionante, mas a vista de cima do elevador é ótima e o lugar obrigatório pra quem está em Salvador. Quase sempre lotado mas a passagem é rápida.;4.0;jan de 2017
Um dos grandes pontos de Salvador a ser visitado. A vista é bem bonita, mas o cheiro muito forte de urina não torna o passeio agradável... alias, não voltaria. Fui em 2009.;2.0;fev de 2016
O valor para se utilizar o elevador é R$ 0,15 centavos, no alto a paisagem é maravilhosa para se tirar fotos com a Bahia de todos os santos la em baixo, porem o local de fora do elevador não é muito agradável, é muito sujo e fede bastante a urina, mas vale apena passar por la;3.0;dez de 2016
É uma pena q não seja panorâmico. Para se manter a arquitetura antiga e um elevador como outro qualquer, o bom é q se liga a cidade baixa a cidade alta q da acesso ao pelourinho, vale a pena conhecer ;3.0;jan de 2017
Vale a pena passear neste este local uma vista sensacional, principalmente no por do sol uma vista inesquecível de salvador do mar ;3.0;jan de 2017
A vista da parte de cima é muito bonita, mas falta alguém para explicar sobre os pontos turísticos. Tem fila grande, mas anda rápido. É preciso pagar 0,15 centavos para descer, é o elevador vai cheio. Lá embaixo, está o Mercado Modelo, que tem roupas e comida para vender. Cuidado com o pessoal que oferece fotos (como os capoeiristas, por exemplo). Eles cobram por isso. ;3.0;jan de 2017
Morreu aqui a mais de 20 anos e amo passear no elevador Lacerda pois tem uma ótima vista, e é ótimo para relaxar e refletir.;5.0;set de 2016
O Elevador Lacerda é aquele ponto turístico que vc vai ter q passar. Pela marca de Salvador e porque está o caminho mesmo. Embaixo o Mercado Modelo e em cima o Pelô! ;5.0;dez de 2016
Cartão postal de Salvador com uma linda vista. Você paga alguns centavos e pode contemplar uma linda vista. Fica próximo ao Mercado Modelo, basta atravessar a rua e você tera acesso a muito artesanato e podera levar lembrancinhas da cidade.Como na maioria dos locais em Salvador, você será muito abordado pelo pessoal na rua. Atenção com seus pertences.;4.0;jan de 2017
O elevador uni a cidade baixa à cidade alta. O custo é de 0,15 centavos de real por pessoa. A vista é belíssima e logo abaixo está o Mercado Modelo e acima o Pelourinho.;5.0;jan de 2017
Elevador datado do final de 1800, arquitetura difieirenciada, preço mais que justo pela descida... une a cidade alta à cidade baixa. Uma pena ele não ser panorâmico. Lindo!;4.0;jan de 2017
O elevador Lacerda é um elevador como outro qualquer, pois não tem visibilidade panorâmica. O que diferencia ele dos demais é a vista dá parte alta para a parte baixa, que tem um visual muito legal.;3.0;jan de 2017
É um elevador comum, utilizado para ir da cidade alta para a cidade baixa ou vice-versa. Atendentes mau humorados e de cara fechada. Elevador quente sem ar condicionado.;3.0;jan de 2017
